method,block_rows,degree,distribution,locality,rhs,seed,gpu_median_ms,gpu_p95_ms,hot_median_ms,hot_p95_ms,useful_gflops,launches,workspace_bytes
row_owned_scalar,1024,8,low,random,32,1,0.70064,0.72262,0.70680,0.73250,765.25232,1,0
scalar_csr_cusparse,1024,8,low,random,32,1,1.63066,2.47306,1.63940,2.47810,328.80411,1,0
slot_grouped_cublas,1024,8,low,random,32,1,1.06400,1.82099,1.07000,1.82660,503.91578,8,0
row_owned_ilp4,1024,8,low,random,64,1,0.80272,1.05664,0.80770,1.06190,1335.87401,1,0
row_owned_scalar,1024,8,low,random,64,1,1.45536,2.30970,1.46250,2.31490,736.81616,1,0
scalar_csr_cusparse,1024,8,low,random,64,1,3.25117,4.26976,3.36870,4.27760,329.83002,1,0
slot_grouped_cublas,1024,8,low,random,64,1,1.08368,1.87648,1.09340,1.88330,989.52898,8,0
row_owned_ilp4,1024,16,low,random,8,1,0.48813,0.49251,0.49350,0.50960,548.60888,1,0
row_owned_scalar,1024,16,low,random,8,1,0.51133,1.17891,0.53520,1.18750,523.71740,1,0
scalar_csr_cusparse,1024,16,low,random,8,1,0.89146,0.89510,0.89710,1.03650,300.39773,1,0
slot_grouped_cublas,1024,16,low,random,8,1,2.05686,2.84048,2.16480,2.84780,130.19400,16,0
row_owned_ilp4,1024,16,low,random,16,1,0.63738,0.65171,0.64340,0.66350,840.29319,1,0
row_owned_scalar,1024,16,low,random,16,1,0.87126,1.03827,0.88180,1.04560,614.71923,1,0
scalar_csr_cusparse,1024,16,low,random,16,1,1.47379,2.36048,1.48030,2.36730,363.40456,1,0
slot_grouped_cublas,1024,16,low,random,16,1,2.07085,2.95005,2.07890,2.95760,258.62966,16,0
